Image,Arch,OS,OsVersion,ProductVersion,Dockerfile,Repository,BuildTimestamp,ProductFamily
sha256:53e376de93d9556f481afe624e3b5ce82f6d851cb5d22c59b01cfe0eb66ac13c,amd64,Windows,"Nano Server, version 1909",3.1.10,src/aspnet/3.1/nanoserver-1909/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:22:12.00,core
sha256:53e376de93d9556f481afe624e3b5ce82f6d851cb5d22c59b01cfe0eb66ac13c,amd64,Windows,"Nano Server, version 1909",3.1.10,src/aspnet/3.1/nanoserver-1909/amd64/Dockerfile,dotnet/core/aspnet,2020-12-08 18:22:12.00,core
sha256:f67df3a62d1caba3a77e972ffd1bbd7b86b6e70a2cc2158c18d93963da4880d1,amd64,Windows,"Nano Server, version 20H2",2.1.23,src/runtime/2.1/nanoserver-20H2/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:22:24.00,core
sha256:f67df3a62d1caba3a77e972ffd1bbd7b86b6e70a2cc2158c18d93963da4880d1,amd64,Windows,"Nano Server, version 20H2",2.1.23,src/runtime/2.1/nanoserver-20H2/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:22:24.00,core
sha256:c44ff87929ca72a5b1e270316dc962131d36a0c8d925ce06f458c1d9283d4618,amd64,Windows,"Nano Server, version 2004",5.0.1,src/runtime/5.0/nanoserver-2004/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:22:24.00,core
sha256:5319615f0bf0c4fd6bf4dab89a8174bc0aa883c6d99deb90c26409bcc39ccfcf,amd64,Windows,"Nano Server, version 1809",2.1.23,src/runtime/2.1/nanoserver-1809/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:22:26.00,core
sha256:5319615f0bf0c4fd6bf4dab89a8174bc0aa883c6d99deb90c26409bcc39ccfcf,amd64,Windows,"Nano Server, version 1809",2.1.23,src/runtime/2.1/nanoserver-1809/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:22:26.00,core
sha256:9bc36cb8e06d08841eca0c14ebca373af67d05c017676e85b2aa3a5acc524a5a,amd64,Windows,"Nano Server, version 1809",3.1.10,src/runtime/3.1/nanoserver-1809/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:22:35.00,core
sha256:9bc36cb8e06d08841eca0c14ebca373af67d05c017676e85b2aa3a5acc524a5a,amd64,Windows,"Nano Server, version 1809",3.1.10,src/runtime/3.1/nanoserver-1809/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:22:35.00,core
sha256:dd871e1df55d01c18782929c85a5b9b639d9f2c8f6d719e120965c0d0f92c07c,amd64,Windows,"Nano Server, version 2004",5.0.1,src/aspnet/5.0/nanoserver-2004/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:22:45.00,core
sha256:615f2bfdd02add6429015a756830e94e68ee316da36f213c6fb72571f0afa731,amd64,Windows,"Nano Server, version 1809",3.1.10,src/aspnet/3.1/nanoserver-1809/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:22:53.00,core
sha256:615f2bfdd02add6429015a756830e94e68ee316da36f213c6fb72571f0afa731,amd64,Windows,"Nano Server, version 1809",3.1.10,src/aspnet/3.1/nanoserver-1809/amd64/Dockerfile,dotnet/core/aspnet,2020-12-08 18:22:53.00,core
sha256:909389c586eaee401501592a0e45633abcc2417d579266faeabcbaec44a3130f,amd64,Windows,"Nano Server, version 1809",5.0.1,src/runtime/5.0/nanoserver-1809/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:23:06.00,core
sha256:f6b7ea51e85729db1e37e2f554c731e293dbcdf46a0fb206a5bca74aeb9beb5b,amd64,Windows,"Nano Server, version 1909",5.0.1,src/runtime/5.0/nanoserver-1909/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:23:12.00,core
sha256:814e9a3853ac678e197cac4c59fdef3997472162d63c3fa7055a8f7b34c3baa0,amd64,Windows,"Nano Server, version 1909",5.0.1,src/aspnet/5.0/nanoserver-1909/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:23:32.00,core
sha256:7c577bf9f4365828c3647fdd500559007f1d3447d3dac763e191d5a6850af54f,amd64,Windows,"Nano Server, version 20H2",5.0.1,src/runtime/5.0/nanoserver-20H2/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:23:33.00,core
sha256:6469edad0c85671ad3bb1575ca801b69812f352353076c1db6e5b8b967c984cc,amd64,Windows,"Nano Server, version 1809",5.0.1,src/aspnet/5.0/nanoserver-1809/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:23:41.00,core
sha256:c73444c21b031f4069999804583675b12348e1587225fe148fc3d39bb2e9cb72,amd64,Windows,"Nano Server, version 2004",3.1.10,src/runtime/3.1/nanoserver-2004/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:23:43.00,core
sha256:c73444c21b031f4069999804583675b12348e1587225fe148fc3d39bb2e9cb72,amd64,Windows,"Nano Server, version 2004",3.1.10,src/runtime/3.1/nanoserver-2004/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:23:43.00,core
sha256:4ec6d13bb83e19187888f0885b35412b9bcc1baacbc0100d6094706cee61f029,amd64,Windows,"Nano Server, version 20H2",5.0.1,src/aspnet/5.0/nanoserver-20H2/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:23:54.00,core
sha256:165d67d8e058dbb6b0e4b7c7219760a66035742f25b1cb13aa692b0d6d6c2f4a,amd64,Windows,Windows Server Core 2019,5.0.1,src/runtime/5.0/windowsservercore-ltsc2019/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:23:56.00,core
sha256:35784b94d42de305d446d352136dfbc0560bf3d16fdd20f754be3435b9de2b85,amd64,Windows,"Nano Server, version 2004",3.1.10,src/aspnet/3.1/nanoserver-2004/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:24:03.00,core
sha256:35784b94d42de305d446d352136dfbc0560bf3d16fdd20f754be3435b9de2b85,amd64,Windows,"Nano Server, version 2004",3.1.10,src/aspnet/3.1/nanoserver-2004/amd64/Dockerfile,dotnet/core/aspnet,2020-12-08 18:24:03.00,core
sha256:08e5bb513166d7305117be4a84937a20a6c83a450b2320d627763754e35e8168,amd64,Windows,Windows Server Core 2019,5.0.1,src/aspnet/5.0/windowsservercore-ltsc2019/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:24:06.00,core
sha256:e7cad4ce8af3e22ce37d3e48ceed8023566e71d6580d18a6720bffa356f0dc67,amd64,Windows,"Nano Server, version 20H2",3.1.10,src/runtime/3.1/nanoserver-20H2/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:24:09.00,core
sha256:e7cad4ce8af3e22ce37d3e48ceed8023566e71d6580d18a6720bffa356f0dc67,amd64,Windows,"Nano Server, version 20H2",3.1.10,src/runtime/3.1/nanoserver-20H2/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:24:09.00,core
sha256:746bbc7031cc3fdb10ff47e2e120e1461feb7188602cb5811852f016ebfc2dfd,amd64,Windows,"Nano Server, version 1909",3.1.404,src/sdk/3.1/nanoserver-1909/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:24:18.00,core
sha256:746bbc7031cc3fdb10ff47e2e120e1461feb7188602cb5811852f016ebfc2dfd,amd64,Windows,"Nano Server, version 1909",3.1.404,src/sdk/3.1/nanoserver-1909/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:24:18.00,core
sha256:0917ae2a430013dccf9e9794e4cb0bb77f3b4352ddc393f82deb52c694c90802,amd64,Windows,"Nano Server, version 20H2",3.1.10,src/aspnet/3.1/nanoserver-20H2/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:24:27.00,core
sha256:0917ae2a430013dccf9e9794e4cb0bb77f3b4352ddc393f82deb52c694c90802,amd64,Windows,"Nano Server, version 20H2",3.1.10,src/aspnet/3.1/nanoserver-20H2/amd64/Dockerfile,dotnet/core/aspnet,2020-12-08 18:24:27.00,core
sha256:4ae793325290ec2523ea0a069ee855fd431aa9fb3d79a9091a274fe058883131,amd64,Windows,"Nano Server, version 1809",3.1.404,src/sdk/3.1/nanoserver-1809/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:24:58.00,core
sha256:4ae793325290ec2523ea0a069ee855fd431aa9fb3d79a9091a274fe058883131,amd64,Windows,"Nano Server, version 1809",3.1.404,src/sdk/3.1/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:24:58.00,core
sha256:ab9b9a9cc14f269dacb7837ff37ac3b3b814e210c5b16c007cca5693e322a138,amd64,Windows,"Nano Server, version 2004",5.0.101,src/sdk/5.0/nanoserver-2004/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:25:19.00,core
sha256:0c82410083e7932b98f06ec57f4bdeed36d5e21d4aa13da2773480ea0bb4847a,amd64,Windows,Windows Server Core 2019,5.0.101,src/sdk/5.0/windowsservercore-ltsc2019/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:25:40.00,core
sha256:67bdc3dbf85b0aa86c4937e0f4722eea5d33faf7fac94699da7b297f7e20b31b,amd64,Windows,"Nano Server, version 1909",5.0.101,src/sdk/5.0/nanoserver-1909/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:25:56.00,core
sha256:839f4e9603a43a6875b9debd6b832e30b13cb1ad02a17ef06671d4aee81bc81f,amd64,Windows,"Nano Server, version 2004",2.1.23,src/runtime/2.1/nanoserver-2004/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:26:01.00,core
sha256:839f4e9603a43a6875b9debd6b832e30b13cb1ad02a17ef06671d4aee81bc81f,amd64,Windows,"Nano Server, version 2004",2.1.23,src/runtime/2.1/nanoserver-2004/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:26:01.00,core
sha256:1c1f0038d955a4ed8bda782cd65d088ae532ca35a16b2dcbe3a8fe1ca7569508,amd64,Windows,"Nano Server, version 1809",5.0.101,src/sdk/5.0/nanoserver-1809/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:26:05.00,core
sha256:0d52939ecbfafbbc400d80b6d723da32843ee35dc2ad7dc65d973bd8bb9f4224,amd64,Windows,"Nano Server, version 1903",2.1.23,src/runtime/2.1/nanoserver-1903/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:26:06.00,core
sha256:0d52939ecbfafbbc400d80b6d723da32843ee35dc2ad7dc65d973bd8bb9f4224,amd64,Windows,"Nano Server, version 1903",2.1.23,src/runtime/2.1/nanoserver-1903/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:26:06.00,core
sha256:ab1fc5e988aeecb7b25a9a752d095a5074ee5889e391247b1b0c9cea56fd6170,amd64,Windows,"Nano Server, version 20H2",5.0.101,src/sdk/5.0/nanoserver-20H2/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:26:11.00,core
sha256:69a3fa1691c268a92f6627c50982c6aff3a9343e3cfb4e5c026bc703368dd57a,amd64,Windows,"Nano Server, version 2004",3.1.404,src/sdk/3.1/nanoserver-2004/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:26:23.00,core
sha256:69a3fa1691c268a92f6627c50982c6aff3a9343e3cfb4e5c026bc703368dd57a,amd64,Windows,"Nano Server, version 2004",3.1.404,src/sdk/3.1/nanoserver-2004/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:26:23.00,core
sha256:5d90d2aa958fa7ca48a748a7561268d6b15771109b4149b52470d734170fe932,amd64,Windows,"Nano Server, version 1909",2.1.811,src/sdk/2.1/nanoserver-1909/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:26:26.00,core
sha256:5d90d2aa958fa7ca48a748a7561268d6b15771109b4149b52470d734170fe932,amd64,Windows,"Nano Server, version 1909",2.1.811,src/sdk/2.1/nanoserver-1909/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:26:26.00,core
sha256:fe11c65e1e072efba711fa6881ab74a984c4f9195d4bbda12b410064fd6d4fef,amd64,Windows,"Nano Server, version 20H2",3.1.404,src/sdk/3.1/nanoserver-20H2/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:26:32.00,core
sha256:fe11c65e1e072efba711fa6881ab74a984c4f9195d4bbda12b410064fd6d4fef,amd64,Windows,"Nano Server, version 20H2",3.1.404,src/sdk/3.1/nanoserver-20H2/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:26:32.00,core
sha256:a3d6bb9bff39a4f1612662ce9a8e8cc95630da3f8be241922a6f9da15425b25e,amd64,Windows,"Nano Server, version 1903",3.1.10,src/runtime/3.1/nanoserver-1903/amd64/Dockerfile,dotnet/runtime,2020-12-08 18:27:44.00,core
sha256:a3d6bb9bff39a4f1612662ce9a8e8cc95630da3f8be241922a6f9da15425b25e,amd64,Windows,"Nano Server, version 1903",3.1.10,src/runtime/3.1/nanoserver-1903/amd64/Dockerfile,dotnet/core/runtime,2020-12-08 18:27:44.00,core
sha256:e3dc70de38cb16c6b8873fb6e9bd78f5347e73a7a9a29816c998f17eef08c4bd,amd64,Windows,"Nano Server, version 1903",3.1.10,src/aspnet/3.1/nanoserver-1903/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:28:00.00,core
sha256:e3dc70de38cb16c6b8873fb6e9bd78f5347e73a7a9a29816c998f17eef08c4bd,amd64,Windows,"Nano Server, version 1903",3.1.10,src/aspnet/3.1/nanoserver-1903/amd64/Dockerfile,dotnet/core/aspnet,2020-12-08 18:28:00.00,core
sha256:91d85df3f37d7374f33e5551525a179c8d31b0ee2e183901a2a288013579cc34,amd64,Windows,"Nano Server, version 1903",2.1.23,src/aspnet/2.1/nanoserver-1903/amd64/Dockerfile,dotnet/aspnet,2020-12-08 18:28:01.00,core
sha256:91d85df3f37d7374f33e5551525a179c8d31b0ee2e183901a2a288013579cc34,amd64,Windows,"Nano Server, version 1903",2.1.23,src/aspnet/2.1/nanoserver-1903/amd64/Dockerfile,dotnet/core/aspnet,2020-12-08 18:28:01.00,core
sha256:91d730d284e4c4a38c9bc05b009c96fed5e038c41044e39a3051e218cfca7879,amd64,Windows,"Nano Server, version 20H2",2.1.811,src/sdk/2.1/nanoserver-20H2/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:28:04.00,core
sha256:91d730d284e4c4a38c9bc05b009c96fed5e038c41044e39a3051e218cfca7879,amd64,Windows,"Nano Server, version 20H2",2.1.811,src/sdk/2.1/nanoserver-20H2/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:28:04.00,core
sha256:85a347742ddfe8483634e51b7f0b8dcf4c6b08cfc8f2f17e3eec66358e0b63cd,amd64,Windows,"Nano Server, version 1809",2.1.811,src/sdk/2.1/nanoserver-1809/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:28:46.00,core
sha256:85a347742ddfe8483634e51b7f0b8dcf4c6b08cfc8f2f17e3eec66358e0b63cd,amd64,Windows,"Nano Server, version 1809",2.1.811,src/sdk/2.1/nanoserver-1809/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:28:46.00,core
sha256:8f9da9ae79a0343674bf12c739b5f4ecd3ce72fc48325cdda02d43a46df12936,amd64,Windows,"Nano Server, version 1903",3.1.404,src/sdk/3.1/nanoserver-1903/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:30:08.00,core
sha256:8f9da9ae79a0343674bf12c739b5f4ecd3ce72fc48325cdda02d43a46df12936,amd64,Windows,"Nano Server, version 1903",3.1.404,src/sdk/3.1/nanoserver-1903/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:30:08.00,core
sha256:e27316ebc51bd32fb54e437e28df09d9244773d0952b53fac198dc9ed37506c2,amd64,Windows,"Nano Server, version 2004",2.1.811,src/sdk/2.1/nanoserver-2004/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:30:23.00,core
sha256:e27316ebc51bd32fb54e437e28df09d9244773d0952b53fac198dc9ed37506c2,amd64,Windows,"Nano Server, version 2004",2.1.811,src/sdk/2.1/nanoserver-2004/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:30:23.00,core
sha256:70c565536a4862c86d7830ba5549d1c7241e662caa838903c08f58b2cfdd9d1e,amd64,Windows,"Nano Server, version 1903",2.1.811,src/sdk/2.1/nanoserver-1903/amd64/Dockerfile,dotnet/sdk,2020-12-08 18:33:48.00,core
sha256:70c565536a4862c86d7830ba5549d1c7241e662caa838903c08f58b2cfdd9d1e,amd64,Windows,"Nano Server, version 1903",2.1.811,src/sdk/2.1/nanoserver-1903/amd64/Dockerfile,dotnet/core/sdk,2020-12-08 18:33:48.00,core
sha256:37f888cd39029f707b456a15d4dee77125e7b7a937c809d8e442fd6ddf54db9c,amd64,Windows,"Nano Server, version 1809",,samples/dotnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:18.00,core
sha256:f79b06f01769ca70a6cdb06706a581a4cce1911c3ed4737c6f144ce84aefb461,amd64,Windows,"Nano Server, version 1809",,samples/aspnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:20.00,core
sha256:1d1905acdaaaab3a26418506bd63d09c3f38b0fbd0ccad0f8ad4d4954296ec14,amd64,Windows,"Nano Server, version 2004",,samples/dotnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:22.00,core
sha256:12b34869a35d8f875b036b7ed910651fa4ea4d67da81b2d983cc846de679f2ea,amd64,Windows,"Nano Server, version 20H2",,samples/dotnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:23.00,core
sha256:8c5ab3fdc76905933e38f608c447da44f3df6471dbdae6c991e962afa46d371a,amd64,Windows,"Nano Server, version 1909",,samples/dotnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:24.00,core
sha256:148f6aa13ac560a619519fe19b2c4961ec4d0d4811382aeba7a50ebb32411997,amd64,Windows,"Nano Server, version 20H2",,samples/aspnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:29.00,core
sha256:cef79efb35a0b345168245fe37b3e0d34bbc98b776cd6d99ee5f6b9851fcb4c0,amd64,Linux,Debian 10,,samples/dotnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:36.00,core
sha256:97784170d0cf3b9096049f440f266ad9f44723068e54d1382abdf7588d586c2b,amd64,Windows,"Nano Server, version 1909",,samples/aspnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:39.00,core
sha256:9824490418b48fd324259b48f6af3b5fb773480b4521f0f75c16767d5ae7e02b,amd64,Windows,"Nano Server, version 2004",,samples/aspnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:42.00,core
sha256:8dfee076b47dce08c48330fbc469d183ba870e964ea1a55b2072f904dd11a44e,arm64,Linux,Debian 10,,samples/dotnetapp/Dockerfile,dotnet/samples,2020-12-08 19:34:50.00,core
sha256:b0bf7e7c54af2388c26704b0f2540deb8b9d37ad3dd999fcdab5c2a6346f3197,amd64,Linux,Debian 10,,samples/aspnetapp/Dockerfile,dotnet/samples,2020-12-08 19:35:19.00,core
sha256:12868e3ede0c498e3ce3ecb7f6fa362db268bcae6e677d4ef825647365a613f4,arm32,Linux,Debian 10,,samples/dotnetapp/Dockerfile.debian-arm32,dotnet/samples,2020-12-08 19:35:35.00,core
sha256:3c5697bd9887e5dfac2814aac0cc39967faa15885d9ffd4a07f315186cae7bd3,arm32,Linux,Debian 10,,samples/aspnetapp/Dockerfile.debian-arm32,dotnet/samples,2020-12-08 19:35:37.00,core
sha256:fe50d887182694e4643d51fef6e943bcb5c8ff254c9b6d027e59e25bee48d0b0,arm64,Linux,Debian 10,,samples/aspnetapp/Dockerfile,dotnet/samples,2020-12-08 19:37:33.00,core
sha256:db64d7ef127f0ddbd10cbda5e992d3e2884b1321a0bf356ffd0496c8a8e54ffe,arm64,Linux,Alpine 3.12,3.1.10,src/runtime-deps/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/runtime-deps,2020-12-11 12:07:57.00,core
sha256:db64d7ef127f0ddbd10cbda5e992d3e2884b1321a0bf356ffd0496c8a8e54ffe,arm64,Linux,Alpine 3.12,3.1.10,src/runtime-deps/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-12-11 12:07:57.00,core
sha256:db64d7ef127f0ddbd10cbda5e992d3e2884b1321a0bf356ffd0496c8a8e54ffe,arm64,Linux,Alpine 3.12,5.0.1,src/runtime-deps/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/runtime-deps,2020-12-11 12:07:57.00,core
sha256:c0b5dee24533cabda44577c4ce0bd8642ad4e145e4f677875cc93a4d98ba52e7,amd64,Linux,Debian 9,2.1.23,src/runtime-deps/2.1/stretch-slim/amd64/Dockerfile,dotnet/runtime-deps,2020-12-11 12:08:03.00,core
sha256:c0b5dee24533cabda44577c4ce0bd8642ad4e145e4f677875cc93a4d98ba52e7,amd64,Linux,Debian 9,2.1.23,src/runtime-deps/2.1/stretch-slim/amd64/Dockerfile,dotnet/core/runtime-deps,2020-12-11 12:08:03.00,core
sha256:6a17fb08321c711291931e225866b73e67f24e28425f57f3e79628eef1d59373,arm64,Linux,Alpine 3.12,3.1.10,src/runtime/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/runtime,2020-12-11 12:08:06.00,core
sha256:6a17fb08321c711291931e225866b73e67f24e28425f57f3e79628eef1d59373,arm64,Linux,Alpine 3.12,3.1.10,src/runtime/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/core/runtime,2020-12-11 12:08:06.00,core
sha256:c69265be2a04d19c02bc99cee3cc019814dae8a90632dd648be750aff5cf0cd0,arm64,Linux,Alpine 3.12,5.0.1,src/runtime/5.0/alpine3.12/arm64v8/Dockerfile,dotnet/runtime,2020-12-11 12:08:12.00,core
sha256:a89031b23bcf33e35ff10dcba724d02db936fecc2fbdbd9307c0792452f54b5a,amd64,Linux,Debian 9,2.1.23,src/runtime/2.1/stretch-slim/amd64/Dockerfile,dotnet/runtime,2020-12-11 12:08:13.00,core
sha256:a89031b23bcf33e35ff10dcba724d02db936fecc2fbdbd9307c0792452f54b5a,amd64,Linux,Debian 9,2.1.23,src/runtime/2.1/stretch-slim/amd64/Dockerfile,dotnet/core/runtime,2020-12-11 12:08:13.00,core
sha256:4c60ebfca94d352c6086dd716e4c0b127c1de5cf15f1c86c12ddfa823f8eeea0,arm64,Linux,Alpine 3.12,3.1.10,src/aspnet/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/aspnet,2020-12-11 12:08:17.00,core
sha256:4c60ebfca94d352c6086dd716e4c0b127c1de5cf15f1c86c12ddfa823f8eeea0,arm64,Linux,Alpine 3.12,3.1.10,src/aspnet/3.1/alpine3.12/arm64v8/Dockerfile,dotnet/core/aspnet,2020-12-11 12:08:17.00,core
sha256:1365b4fc75defd6b5bc37e6f78bf8cbcb8c5edcdcce01c8ba7ffc7c2cb1ce7a8,amd64,Linux,Debian 9,2.1.23,src/aspnet/2.1/stretch-slim/amd64/Dockerfile,dotnet/aspnet,2020-12-11 12:08:20.00,core
sha256:1365b4fc75defd6b5bc37e6f78bf8cbcb8c5edcdcce01c8ba7ffc7c2cb1ce7a8,amd64,Linux,Debian 9,2.1.23,src/aspnet/2.1/stretch-slim/amd64/Dockerfile,dotnet/core/aspnet,2020-12-11 12:08:20.00,core
sha256:01f73346dc4dddcb182461a075ca1f13406102feeeeeaa3f738173b0221e4f0d,arm64,Linux,Alpine 3.12,5.0.1,src/aspnet/5.0/alpine3.12/arm64v8/Dockerfile,dotnet/aspnet,2020-12-11 12:08:22.00,core
sha256:41f0f764d21849d7d0c9670f8e7c629a3b698a3fad24f2bf7afae97f01260fff,arm32,Linux,Debian 9,2.1.23,src/runtime-deps/2.1/stretch-slim/arm32v7/Dockerfile,dotnet/runtime-deps,2020-12-11 12:08:23.00,core
sha256:41f0f764d21849d7d0c9670f8e7c629a3b698a3fad24f2bf7afae97f01260fff,arm32,Linux,Debian 9,2.1.23,src/runtime-deps/2.1/stretch-slim/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-12-11 12:08:23.00,core
sha256:48c29a602133dc46f2b38ee0a87021c2f2280f1ec746a025e70f139ad3a95cbe,arm64,Linux,Debian 10,3.1.10,src/runtime-deps/3.1/buster-slim/arm64v8/Dockerfile,dotnet/runtime-deps,2020-12-11 12:08:25.00,core
sha256:48c29a602133dc46f2b38ee0a87021c2f2280f1ec746a025e70f139ad3a95cbe,arm64,Linux,Debian 10,3.1.10,src/runtime-deps/3.1/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime-deps,2020-12-11 12:08:25.00,core
sha256:5267b0916f0496839cb06af18076dfd544e8365f69c71954535df7192df121b3,arm32,Linux,Debian 10,3.1.10,src/runtime-deps/3.1/buster-slim/arm32v7/Dockerfile,dotnet/runtime-deps,2020-12-11 12:08:35.00,core
sha256:5267b0916f0496839cb06af18076dfd544e8365f69c71954535df7192df121b3,arm32,Linux,Debian 10,3.1.10,src/runtime-deps/3.1/buster-slim/arm32v7/Dockerfile,dotnet/core/runtime-deps,2020-12-11 12:08:35.00,core
sha256:a4bc1eeacea17dcb9bf747f69b13a6bd6bba3ef19e1f15fa7a7e925b1ab1b343,amd64,Linux,Alpine 3.12,3.1.10,src/runtime-deps/3.1/alpine3.12/amd64/Dockerfile,dotnet/runtime-deps,2020-12-11 12:08:36.00,core
sha256:a4bc1eeacea17dcb9bf747f69b13a6bd6bba3ef19e1f15fa7a7e925b1ab1b343,amd64,Linux,Alpine 3.12,3.1.10,src/runtime-deps/3.1/alpine3.12/amd64/Dockerfile,dotnet/core/runtime-deps,2020-12-11 12:08:36.00,core
sha256:a4bc1eeacea17dcb9bf747f69b13a6bd6bba3ef19e1f15fa7a7e925b1ab1b343,amd64,Linux,Alpine 3.12,5.0.1,src/runtime-deps/3.1/alpine3.12/amd64/Dockerfile,dotnet/runtime-deps,2020-12-11 12:08:36.00,core
sha256:bfacde7810b7d897ee3e80f5ff50e94d886db5178e60fe1b1405dbe83068e752,amd64,Linux,Alpine 3.12,3.1.10,src/runtime/3.1/alpine3.12/amd64/Dockerfile,dotnet/runtime,2020-12-11 12:08:40.00,core
sha256:bfacde7810b7d897ee3e80f5ff50e94d886db5178e60fe1b1405dbe83068e752,amd64,Linux,Alpine 3.12,3.1.10,src/runtime/3.1/alpine3.12/amd64/Dockerfile,dotnet/core/runtime,2020-12-11 12:08:40.00,core
sha256:5e2794087a04b4c7db331cad5c394c07aa12b54895a32aa71f8789075df2afdc,arm64,Linux,Debian 10,3.1.10,src/runtime/3.1/buster-slim/arm64v8/Dockerfile,dotnet/runtime,2020-12-11 12:08:45.00,core
sha256:5e2794087a04b4c7db331cad5c394c07aa12b54895a32aa71f8789075df2afdc,arm64,Linux,Debian 10,3.1.10,src/runtime/3.1/buster-slim/arm64v8/Dockerfile,dotnet/core/runtime,2020-12-11 12:08:45.00,core
sha256:b8742498dfe25dd3838800d232737b1769ef004508bf52da5597ea8920c1fbbd,amd64,Linux,Alpine 3.12,5.0.1,src/runtime/5.0/alpine3.12/amd64/Dockerfile,dotnet/runtime,2020-12-11 12:08:45.00,core
sha256:a4d3b9cf59e8d8cb35a29d9cd8e5bbe8a9c92121a623fdfd6481ad18b658b85b,amd64,Linux,Alpine 3.12,3.1.10,src/aspnet/3.1/alpine3.12/amd64/Dockerfile,dotnet/aspnet,2020-12-11 12:08:48.00,core
sha256:a4d3b9cf59e8d8cb35a29d9cd8e5bbe8a9c92121a623fdfd6481ad18b658b85b,amd64,Linux,Alpine 3.12,3.1.10,src/aspnet/3.1/alpine3.12/amd64/Dockerfile,dotnet/core/aspnet,2020-12-11 12:08:48.00,core
sha256:5253056da647e98abb009f4fa4fded5b0d81b8f56de8775c06f01ae9e341c97c,arm32,Linux,Debian 9,2.1.23,src/runtime/2.1/stretch-slim/arm32v7/Dockerfile,dotnet/runtime,2020-12-11 12:08:48.00,core
